feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
0.038096018,0.013833893,0.7984022,0.9999906,0.99982697,0.9999639,0.30979428,0.29036227,1.30404905e-08,0.66620404,0.51903313,1.7138418e-09,0.08547588,0.6084101,0.5119611,0.49601403,0.5137027,0.24988502,6.232204e-05,0.00031037605,0.48692062,1.0,0.4733876,0.20136419,0.4328631,0.20146404,2.7549316e-09,0.5247326,0.00047865874,0.4808398,0.55758995,0.49246094
0.039818086,0.080444,0.3272116,0.7889205,0.66701335,0.80346024,0.17873213,0.09247532,0.10605685,0.002465221,0.5053538,0.999998,0.014102233,0.32922336,0.7891085,0.5012405,0.4626313,0.27777517,0.0038649896,0.012290982,0.47088557,0.9999926,0.48423678,0.18699577,0.45826697,0.11813226,0.009476341,0.4913318,0.109585606,0.49363697,0.45359784,0.50608075
0.01906298,0.11393385,0.22054015,0.99648845,0.9504277,0.9630338,0.043027062,0.121948004,0.29708397,0.69234425,0.46263567,8.578216e-06,0.015684424,0.36017954,0.83536404,0.490895,0.46041578,0.33629516,0.0077276696,0.06533846,0.47787008,0.9999951,0.514777,0.20029938,0.49434632,0.09626125,5.175241e-06,0.5318392,0.46868184,0.47917774,0.49881798,0.537827
0.030564116,0.13018276,0.3513089,0.9966156,0.99640226,0.99778026,4.401793e-05,0.00013097246,3.947874e-06,0.02776615,0.52811575,0.99999964,0.16933958,0.5003583,0.8253858,0.5028311,0.42075393,0.4409603,0.00034217205,0.0017688535,0.57417506,1.0,0.5473917,0.23769747,0.4397028,0.10562694,5.8944777e-05,0.50332594,0.46752253,0.50206286,0.49156755,0.5733037
0.071378924,0.094929315,0.7017258,0.8580424,0.83360267,0.9471489,0.2677569,0.22955056,0.0004633143,0.06593294,0.52327085,0.9999782,0.07707599,0.5307496,0.384838,0.44923383,0.5002607,0.27997902,0.0022652703,0.0070535885,0.52363485,0.99999917,0.49472293,0.22026138,0.474031,0.11335422,0.0008693836,0.4734085,0.006235122,0.5074179,0.45616072,0.49595702
0.068877034,0.43078586,0.6777859,0.4904593,0.51810175,0.9034773,7.217223e-06,1.3449393e-05,5.4016597e-05,0.45763096,0.549082,0.99767417,0.49797824,0.8994099,0.26534942,0.5169321,0.49556124,0.2490984,0.00013481615,0.0005289677,0.5016976,0.9999999,0.58763,0.21931627,0.51394486,0.12493194,1.1808055e-05,0.4596177,0.00066449103,0.5511318,0.45644286,0.5496497
0.16212752,0.13099979,0.59324014,0.99734086,0.99770135,0.99830496,0.0049894704,0.012566243,0.8917115,0.008753366,0.48475277,0.9999902,0.6791898,0.9463709,0.33161482,0.48308185,0.4769861,0.25088397,0.009441407,0.0072836108,0.46561244,0.99999905,0.4595374,0.20316239,0.46457723,0.12247473,0.00012252378,0.4871157,1.4785171e-05,0.38275993,0.48303744,0.4715275
0.57464397,0.06546397,0.5484815,0.7549086,0.17688908,0.3355228,0.0013796798,0.0010420077,0.021647137,0.01385902,0.450441,0.9999989,0.55668676,0.9402019,0.28721675,0.48229986,0.513254,0.22767688,0.0074678645,0.0015245678,0.44482765,0.99998987,0.4834612,0.20797475,0.50084215,0.07818716,0.019300427,0.52522665,4.649306e-05,0.4285788,0.582022,0.49301165
0.4321412,0.0133684315,0.39012775,0.99989116,0.517335,0.46541303,2.7307563e-06,5.2882356e-06,0.00040874977,0.0033285313,0.50567627,1.0,0.42295122,0.9377954,0.20668015,0.5338744,0.5426641,0.29876587,0.0037011781,0.00059535715,0.48121053,0.9999999,0.50785077,0.20305043,0.51319635,0.08771702,0.0012326133,0.5226817,7.782766e-07,0.4924588,0.59380144,0.47358316
0.1504017,0.42562994,0.5901847,0.97716296,0.84065586,0.8450297,0.00045408448,0.0015524583,0.5988897,0.4650316,0.53391856,0.87568504,0.81913215,0.96480346,0.32659227,0.47016126,0.47997254,0.3258842,0.0027193346,0.0022536595,0.51517665,0.9999988,0.49182698,0.17692772,0.524183,0.09466669,0.0003531678,0.4749241,7.04053e-05,0.5030966,0.46408442,0.5011377
0.026682477,0.05994188,0.29664624,0.73116744,0.7002902,0.8895821,0.20083235,0.097577825,0.057085343,0.005572118,0.5061963,0.99999297,0.0067009265,0.30765057,0.90383524,0.5192503,0.46812734,0.2763302,0.00290612,0.009875487,0.46618295,0.99999464,0.4893283,0.19197117,0.49039277,0.11311673,0.001841821,0.49377126,0.34962496,0.5033141,0.43816328,0.49180698
0.3333205,0.1296674,0.65458536,0.9908742,0.49281672,0.44385108,1.4015571e-06,5.1522193e-06,7.905553e-05,0.20144255,0.48902577,0.9999958,0.708614,0.9802942,0.17232585,0.4867821,0.48848766,0.25210032,0.00030078835,7.910673e-05,0.45477182,0.9999999,0.50027716,0.20061582,0.47874105,0.09173662,0.00021292082,0.48027688,3.6529464e-06,0.47967136,0.54081887,0.49896288
0.025936786,0.046256147,0.26042944,0.8308031,0.6907733,0.8086301,0.14777173,0.17421071,0.07790319,0.164393,0.49036056,0.9882019,0.005401351,0.29749444,0.94500595,0.5388769,0.46311876,0.31373674,0.0045589735,0.019051438,0.45980006,0.99999356,0.5303077,0.1941809,0.49321577,0.083523355,0.00017679823,0.5279304,0.7412609,0.5006915,0.46537554,0.510616
0.15567386,0.103504024,0.51365644,0.46000585,0.4697518,0.92058295,0.00045265685,0.00037393603,0.00031347803,0.029562311,0.5135495,0.99999845,0.14059114,0.6428642,0.3922924,0.48154438,0.55011964,0.21275836,0.0027940657,0.007641975,0.46709657,0.9999974,0.509652,0.20368059,0.48182324,0.09748175,0.00044128572,0.47265333,0.0045214063,0.5106092,0.549735,0.51848257
0.23329793,0.21344501,0.6175614,0.81200105,0.4417929,0.52381295,0.11172108,0.05323582,0.2650034,0.0067007868,0.47402006,0.99999523,0.607039,0.8998291,0.2715573,0.5002796,0.5014785,0.26192287,0.0058716144,0.0018703117,0.4837011,0.99998045,0.49442732,0.22011885,0.50507486,0.108402446,0.15589403,0.48015207,0.0002436093,0.4815263,0.49088362,0.5239759
0.1095985,0.12313971,0.7404825,0.8798973,0.8416216,0.95259273,0.24273442,0.21841666,0.0003006238,0.16822396,0.5268927,0.9997608,0.4368614,0.80120766,0.3410782,0.4669206,0.47982764,0.3243776,0.0018322077,0.0036997558,0.50866705,0.9999993,0.4746304,0.2177957,0.4798294,0.112233445,0.0005774546,0.4794252,0.0006391512,0.4893675,0.46716672,0.4992424
0.08925691,0.24870026,0.5187865,0.65269274,0.6416016,0.89738214,0.20424289,0.10277346,0.086914934,0.021722626,0.484563,0.9999653,0.234283,0.736885,0.2902001,0.46006107,0.48556483,0.2636403,0.0071612764,0.010411527,0.47723094,0.99998224,0.4955879,0.2221684,0.50836384,0.12386622,0.023415033,0.48780006,0.0033802136,0.497288,0.4557743,0.5071271
0.1711781,0.23074639,0.6377938,0.8624794,0.5694933,0.61344486,0.035151526,0.032395314,0.38292676,0.014294553,0.4749256,0.9999682,0.3915126,0.79477215,0.25403768,0.49445873,0.51061517,0.26046497,0.005639619,0.0037170546,0.48835862,0.99998736,0.52039397,0.2155058,0.49133536,0.10956381,0.050310086,0.46639696,0.0005821507,0.49952337,0.474478,0.54333586
0.12607141,0.10769153,0.52629864,0.64235693,0.60849565,0.9119673,0.007021025,0.0033083714,0.011387695,0.008829727,0.5184656,0.99999917,0.08971301,0.6095022,0.3939762,0.4627451,0.5252176,0.20732391,0.0029181242,0.0030422835,0.4541012,0.99999595,0.52482116,0.2009399,0.4748165,0.1209755,0.0029461205,0.49034318,0.005578243,0.5092617,0.5149504,0.490794
0.1291602,0.07075189,0.40704477,0.98396504,0.54690635,0.4705831,0.00226629,0.0025865962,0.42821825,0.0006309003,0.49111536,0.9999999,0.054140903,0.36312488,0.71497184,0.5228936,0.50756735,0.2360029,0.0026248717,0.0021004435,0.4713393,0.9999958,0.5017682,0.16735493,0.48640597,0.11624367,0.05470091,0.47226393,0.007962906,0.5291363,0.49923977,0.54986066
0.034145765,0.06985056,0.41672623,0.9207775,0.9586712,0.9860854,0.2547445,0.3654934,0.009369228,0.054494455,0.46266398,0.99989843,0.010775282,0.32656333,0.82083625,0.46172282,0.4733922,0.33446428,0.005251199,0.044435825,0.49007845,0.99999666,0.4854208,0.22409828,0.4459385,0.10398517,0.00012615178,0.47452977,0.28983143,0.45919776,0.4690545,0.48040646
0.048624992,0.06773395,0.5462658,0.91289854,0.9616444,0.98747325,0.279424,0.3685947,0.0010499241,0.18127447,0.47344327,0.999503,0.021886865,0.35900572,0.7175351,0.46234703,0.4785154,0.31586844,0.0029972217,0.024213696,0.49503127,0.99999857,0.48066667,0.22705203,0.4670167,0.10712481,5.4701002e-05,0.48575398,0.12504926,0.47213715,0.46408895,0.47481957
0.020887263,0.023745107,0.25427657,0.8855458,0.855186,0.9567297,0.21032211,0.26025936,0.013472691,0.3014348,0.45503685,0.92045903,0.002399568,0.27218497,0.9703314,0.5202024,0.44858366,0.31065693,0.0022881788,0.00834522,0.46848348,0.999997,0.5224004,0.19929834,0.52659625,0.0680437,1.5129147e-05,0.56945777,0.9139553,0.47051165,0.51970536,0.52143514
0.0650089,0.14608356,0.30129,0.84789544,0.64398956,0.81106067,0.000114746006,0.00020012794,1.3103506e-05,0.21416952,0.57722366,0.99999845,0.08251894,0.42753947,0.81518704,0.49332717,0.5058288,0.36789048,0.0024583908,0.026570374,0.56788963,0.99999976,0.5611326,0.24160755,0.5132014,0.10232803,3.5563102e-05,0.52030087,0.5958025,0.5480654,0.5093992,0.5304708
0.029659308,0.028466105,0.27092478,0.7840006,0.6724528,0.86280185,0.056537297,0.041690174,0.1747803,0.021888599,0.53459567,0.9999057,0.005281316,0.26775256,0.975026,0.540207,0.46123153,0.292642,0.0019768518,0.0057105757,0.47501546,0.99999607,0.518317,0.19144998,0.51196367,0.08717103,0.00020587348,0.5140566,0.7344784,0.5073967,0.45358008,0.4954756
0.0031092123,0.52343714,0.2833191,0.99942905,0.7019028,0.7359249,0.002388728,0.0058530313,0.21922122,0.856551,0.5066644,5.723786e-12,0.047173437,0.47994196,0.6919832,0.47976047,0.50015116,0.21483189,0.0007360781,0.0077366177,0.48780665,0.9999994,0.5449915,0.17574593,0.50114185,0.13881028,1.0214222e-05,0.48587203,0.028527865,0.54137266,0.4634377,0.54838866
0.111896425,0.3246535,0.6357412,0.98496544,0.8306013,0.9077545,3.8800317e-07,1.2287882e-06,5.682906e-05,0.38356283,0.58325803,0.99747074,0.7251278,0.988931,0.16080062,0.4951943,0.4957907,0.3482344,3.8659335e-05,5.278585e-05,0.524104,1.0,0.5710065,0.18926698,0.49627173,0.109688796,1.346256e-06,0.48693684,6.6056728e-06,0.54802334,0.4776486,0.5402697
0.12644966,0.43181974,0.6431647,0.7249356,0.50736856,0.78766435,4.2855186e-06,9.177519e-06,0.00016335487,0.37701982,0.55300105,0.9994803,0.7363305,0.98943734,0.19493455,0.49421713,0.4776535,0.29788062,0.0001346033,0.00011745258,0.49312606,1.0,0.5603567,0.18955612,0.47403872,0.093897685,2.4981999e-05,0.47653317,8.589431e-06,0.5332674,0.47990617,0.535356
0.2221361,0.14902149,0.58438313,0.516075,0.4452105,0.8943816,0.24727266,0.08326371,0.0116690025,0.01001794,0.4713234,0.9999951,0.58315605,0.8825298,0.28495514,0.46022144,0.4941724,0.24725693,0.0056832493,0.0036421989,0.47098038,0.9999894,0.43014392,0.24110217,0.48922792,0.1082689,0.020867778,0.46761537,0.000456919,0.47393864,0.47411984,0.47560582
0.1331877,0.07226413,0.4559316,0.9951049,0.63017607,0.57527,0.0007992286,0.001259507,0.37575293,0.00033109201,0.48095822,1.0,0.062192988,0.41468933,0.65945804,0.52438086,0.5109613,0.21843278,0.0027222796,0.0017987022,0.46426657,0.99999726,0.50529015,0.17712338,0.49363407,0.11624194,0.06492939,0.47633,0.0030450977,0.5211467,0.52720094,0.5546513
0.025646172,0.06376718,0.36114755,0.7358786,0.6986732,0.9051247,0.22404197,0.12279624,0.008567811,0.009721712,0.50315094,0.999992,0.0065282644,0.32219517,0.8559593,0.49384993,0.48626658,0.28719926,0.0021995238,0.009191943,0.48642296,0.99999714,0.47859427,0.20907968,0.48605707,0.108064614,0.0011764758,0.48026565,0.25932264,0.50904673,0.43845683,0.4842104
0.12584965,0.094931856,0.29918215,0.9356727,0.5375051,0.5664262,0.00013163856,0.00020023291,5.7350662e-05,0.20452464,0.53126746,0.9999956,0.08619688,0.45655072,0.73504007,0.5006317,0.4609787,0.43564194,0.008887402,0.0659734,0.5303197,0.9999988,0.52387995,0.2287848,0.49860847,0.09037207,0.0001397052,0.5254696,0.13336207,0.53830194,0.47871405,0.5208852
0.1501245,0.08373704,0.5172739,0.6051977,0.48774102,0.8578301,0.00036150918,0.00036926405,0.00018632735,0.044396956,0.55329263,0.99999857,0.09478402,0.48346713,0.5941469,0.48335308,0.5593913,0.2251091,0.0032954265,0.010914345,0.49024835,0.9999964,0.50949043,0.21995895,0.48244643,0.10906145,0.00033677695,0.46140927,0.035889458,0.5363767,0.5402358,0.50498676
0.0977135,0.022183375,0.45319623,0.9999999,0.9953052,0.9974843,8.8971376e-08,7.195967e-07,0.00074262393,0.00021478429,0.5357946,1.0,0.20072858,0.92077243,0.15348722,0.555334,0.577331,0.29174384,0.0011400719,0.0010902877,0.5181669,1.0,0.5291189,0.22407764,0.5062418,0.096341364,5.40703e-05,0.5170829,1.2843869e-07,0.5597658,0.5965953,0.46832755
0.35429528,0.09656944,0.59907734,0.9968278,0.233013,0.17507823,8.410705e-05,0.00014960284,0.009914124,0.0010935564,0.42275465,1.0,0.31469315,0.7855553,0.30139008,0.5200554,0.5089582,0.19031961,0.0025105197,0.0006504745,0.42648774,0.9999956,0.49326056,0.21258855,0.4990439,0.12198035,0.33968297,0.4954785,6.223005e-05,0.47388884,0.5804952,0.5284234
0.59801024,0.098995745,0.58103615,0.6956008,0.26071155,0.41341135,0.0008264765,0.00087116053,0.04068332,0.07314802,0.46026623,0.9999919,0.78749996,0.97653633,0.27469507,0.4711923,0.4921482,0.26528677,0.0035080377,0.00040097922,0.46198234,0.9999963,0.49096832,0.20307615,0.49328852,0.08018762,0.0039678765,0.50233775,2.079681e-05,0.44873092,0.56271136,0.5055957
0.013736848,0.1181059,0.42383736,0.99942064,0.999848,0.9999403,1.805504e-05,4.400383e-05,7.433602e-07,0.0015321305,0.5414401,0.99999964,0.1608196,0.5171621,0.8592446,0.5330099,0.42858002,0.42724484,3.5348665e-05,0.00013578207,0.57449585,1.0,0.57939136,0.21274705,0.4382507,0.04700218,0.00019372582,0.56045735,0.15219922,0.479836,0.56175804,0.554208
0.7722573,0.030849406,0.43347418,0.82260966,0.14060992,0.19898923,0.0003729883,0.00036046185,0.007055061,0.05775926,0.4628552,0.9999968,0.84329677,0.97491086,0.38666353,0.48117894,0.5015428,0.28800723,0.0067125848,0.0006383379,0.47288004,0.99999785,0.47398493,0.18487504,0.50960356,0.0588859,0.0020579903,0.53467876,4.366834e-06,0.4255721,0.6056742,0.50238854
0.017801154,0.017945433,0.3026645,0.66678405,0.7297393,0.9668573,0.16990505,0.088092946,0.0030231965,0.011484491,0.5227713,0.9999957,0.0018402325,0.2273902,0.9794773,0.53167456,0.46715203,0.25253412,0.0009122708,0.003180781,0.47637677,0.99999917,0.46737587,0.22386695,0.51315176,0.09009477,5.5556757e-05,0.49888384,0.75630915,0.49517703,0.45913813,0.43853876
0.044934455,0.027329398,0.53443843,0.638272,0.6996731,0.96319115,0.23995587,0.16372627,5.5851357e-05,0.042927526,0.4813541,0.99999666,0.00557996,0.2583704,0.8979243,0.4635264,0.5065606,0.23900034,0.00091208046,0.004213713,0.5018184,0.9999995,0.39901108,0.2516497,0.479282,0.11028456,0.0001044072,0.4177855,0.2909042,0.5082406,0.4397623,0.40489343
0.3069341,0.07268456,0.5561565,0.9995333,0.5192507,0.4078163,1.913619e-06,6.649537e-06,0.00043015098,0.009915851,0.47571424,0.9999999,0.5703464,0.91982216,0.27624974,0.50655615,0.5164805,0.25592896,0.00073213805,0.00022877657,0.46630853,0.9999999,0.50631243,0.20121337,0.50370955,0.10582586,0.003051684,0.47492126,8.102517e-06,0.48179418,0.55486846,0.48832926
0.2537453,0.11394001,0.6250689,0.9896924,0.45045832,0.37945467,3.9579816e-05,7.5842174e-05,0.003271642,0.0053889593,0.4482148,0.9999999,0.40105015,0.82161623,0.29127258,0.4936968,0.5034502,0.18724717,0.0006437801,0.0002526683,0.43931916,0.9999994,0.5090741,0.19742198,0.4794563,0.123821944,0.021596177,0.4857837,7.914582e-05,0.47624412,0.55086416,0.518908
0.021314444,0.023353374,0.31948468,0.6794007,0.7513825,0.9633302,0.22229646,0.1614859,0.0036718235,0.021164328,0.5062464,0.9999887,0.0022956368,0.23778188,0.97240674,0.5133775,0.47297603,0.26762995,0.0012199966,0.0049575125,0.48218992,0.99999845,0.47434798,0.22473231,0.5154474,0.08657901,7.426997e-05,0.5014519,0.81106895,0.47482544,0.4733268,0.44983304
0.3404382,0.07844131,0.6015193,0.99848217,0.36867794,0.23328291,3.5360658e-06,1.252616e-05,0.0009745372,0.015352182,0.45513135,0.9999994,0.6068819,0.9528819,0.26751658,0.5177995,0.4987274,0.2555185,0.00065349473,0.00014338766,0.44139227,0.99999976,0.4777892,0.202436,0.48077464,0.10233765,0.005220975,0.47717714,3.8675116e-06,0.46880567,0.55833,0.5018171
0.054934792,0.23277421,0.34307006,0.9580433,0.77767575,0.8339573,8.083186e-05,0.00014767067,1.9442696e-05,0.013511127,0.5636647,0.9999999,0.1727784,0.47588924,0.80382526,0.4733502,0.5156074,0.34646434,0.00079242815,0.005791473,0.5766146,0.9999995,0.5380432,0.24810876,0.5206556,0.111442916,0.0005412269,0.5275801,0.36474702,0.5339315,0.5011131,0.48642042
0.25497282,0.21503854,0.6566316,0.91311026,0.56690747,0.630862,4.3744994e-06,1.1502066e-05,0.00013350387,0.3404043,0.51252484,0.99994063,0.6654024,0.9637345,0.21567206,0.48712793,0.48137587,0.2602211,0.00027060014,0.0001922693,0.48349872,0.9999999,0.5453664,0.19488269,0.478132,0.09426694,7.380224e-05,0.47416863,3.0365558e-05,0.50094885,0.5003855,0.51960534
0.011107454,0.33707458,0.44321978,0.9963535,0.66188276,0.715932,0.00043459883,0.0013813798,0.2269895,0.8197364,0.5095094,1.6468798e-07,0.062094454,0.46350592,0.5896125,0.48691192,0.48135898,0.2653062,0.0011392577,0.007872925,0.5021953,0.9999993,0.52705973,0.18974565,0.5018047,0.11697307,1.22807705e-05,0.4894393,0.032727983,0.5255628,0.44509777,0.549352
0.30522528,0.16980724,0.64556277,0.91798526,0.5160341,0.49957323,0.02393044,0.017924301,0.5624045,0.007825617,0.4860796,0.9999938,0.7006356,0.9455768,0.26845887,0.50939244,0.51778483,0.25680768,0.0054486822,0.0009246868,0.47851002,0.99998856,0.5033852,0.21179888,0.5052514,0.10232831,0.072454825,0.47865036,5.56218e-05,0.4611298,0.50429475,0.5191055
0.08771162,0.07068086,0.35710818,0.755368,0.45253736,0.7470746,0.00016085886,0.00020445819,5.3366348e-05,0.058222607,0.55441254,0.99999905,0.09073808,0.389239,0.89618254,0.51657736,0.533169,0.25144002,0.0011434131,0.0069043185,0.5116044,0.99999845,0.49182746,0.23310013,0.5044367,0.09754357,0.000110831534,0.5054462,0.55794245,0.5337102,0.5297707,0.4979081
0.08378633,0.24320197,0.49221966,0.81176084,0.5315598,0.55469984,0.009330706,0.014252614,0.23492926,0.30988574,0.49991876,0.9809172,0.121453024,0.5119565,0.43354324,0.48553458,0.4980928,0.26138914,0.004597467,0.01210103,0.4840516,0.9999944,0.52239376,0.18526378,0.47875416,0.112990215,0.002720275,0.45149714,0.008453765,0.52854764,0.44489592,0.5297166
0.0023621384,0.067272894,0.19253531,0.9999796,0.9047969,0.9456045,3.249284e-05,0.00016593527,0.3104511,0.91313046,0.50344425,3.871764e-15,0.0027591912,0.25430456,0.9688599,0.54923165,0.45822546,0.27301446,0.00018568922,0.0013561699,0.48334885,0.9999999,0.57250315,0.16874395,0.5898473,0.08530444,4.4561825e-09,0.5808762,0.9421241,0.5739117,0.52035224,0.62523043
0.24791962,0.028885745,0.46444467,0.9999578,0.7123543,0.62848914,2.817225e-07,1.0016453e-06,3.9045182e-05,0.01042817,0.5125823,0.9999999,0.53035474,0.92361385,0.2437073,0.4987137,0.5311637,0.26334006,0.00042623244,0.00016862864,0.48588336,1.0,0.5121091,0.20931669,0.5044834,0.11875953,0.00016158077,0.4722742,1.7289724e-06,0.50810075,0.5525979,0.4524542
0.08653485,0.021703113,0.6388034,0.9999995,0.9998497,0.9998776,1.0052175e-06,1.3283148e-05,0.1495143,0.0002952562,0.49188069,1.0,0.17293382,0.89521265,0.18759449,0.52386224,0.50412804,0.29071006,0.0031100507,0.0046324763,0.4747674,1.0,0.48350608,0.21281227,0.44614172,0.11134066,5.362755e-06,0.49452403,2.714326e-07,0.46839178,0.53883106,0.48095912
0.0261081,0.056057952,0.378146,0.84108967,0.8095274,0.93125737,0.20975354,0.21487017,0.004547992,0.04846328,0.48875862,0.99990594,0.006967638,0.33343232,0.87475973,0.49453387,0.47208846,0.3283731,0.0023459007,0.014111862,0.47928795,0.9999976,0.5002538,0.20626293,0.47871011,0.09005835,0.00029256675,0.502877,0.4738788,0.4824797,0.46124646,0.49555334
0.029627386,0.027348615,0.24782085,0.7100028,0.6619401,0.8922428,0.1716044,0.08757289,0.05826406,0.0016817909,0.5082491,0.9999993,0.003168213,0.21896274,0.97034764,0.5457023,0.454826,0.24158405,0.001835846,0.006651212,0.4621004,0.99999595,0.44823056,0.19709451,0.4931713,0.09214273,0.001219299,0.49872592,0.6350591,0.47748154,0.4781015,0.46595633
0.05731506,0.05514384,0.362489,0.98983204,0.4465672,0.31826848,1.08562945e-05,2.3668577e-05,0.000101663085,0.00352517,0.46878418,1.0,0.10666306,0.30290067,0.8999366,0.51223296,0.46542376,0.13862355,0.00017933584,0.0007723615,0.43276903,0.9999999,0.4569655,0.16297445,0.4512458,0.10985177,0.0011881023,0.4695188,0.048208877,0.4590313,0.4896953,0.44174573
0.046385292,0.14547051,0.41093996,0.8885387,0.6380454,0.7105414,0.16256124,0.16316396,0.07874012,0.018844778,0.49339557,0.99987376,0.044980433,0.44215137,0.5833924,0.4806389,0.47242782,0.32864636,0.006793425,0.03177001,0.4873501,0.9999908,0.50734115,0.20695578,0.46021256,0.11203393,0.009536087,0.484658,0.02658437,0.5063751,0.45628965,0.5285298
0.42447692,0.07177918,0.57492214,0.9978904,0.2689069,0.1823944,2.4409472e-05,4.7028792e-05,0.0035611975,0.0040886677,0.44852933,0.9999999,0.5445655,0.92975515,0.28446075,0.5161332,0.5194993,0.24891669,0.0023392898,0.00036350498,0.4503082,0.9999982,0.48984608,0.21554221,0.501551,0.10403483,0.059406806,0.4908989,1.0711862e-05,0.46356413,0.5767853,0.50923234
